Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Matt Ryan,SF,25,MIN,20,0,8.7,1.3,2.9,.431,1.0,2.4,.396,0.3,0.5,.600,.595,0.3,0.4,.857,0.1,0.5,0.6,0.6,0.2,0.1,0.2,0.7,3.8
Domantas Sabonis,C,26,SAC,58,58,34.5,7.1,11.5,.611,0.4,1.2,.348,6.6,10.3,.642,.629,4.2,5.5,.767,3.0,9.4,12.4,6.9,0.9,0.4,3.0,3.7,18.7
Dario Šarić,PF,28,TOT,41,12,14.1,2.0,4.7,.432,0.7,1.9,.390,1.3,2.8,.461,.510,1.0,1.2,.843,1.0,2.7,3.7,1.5,0.3,0.1,1.0,1.9,5.8
Dario Šarić,PF,28,PHO,37,12,14.4,2.1,4.8,.427,0.7,1.9,.391,1.3,2.9,.450,.503,1.0,1.2,.818,1.1,2.8,3.8,1.5,0.4,0.1,1.0,1.9,5.8
Dario Šarić,PF,28,OKC,4,0,11.5,1.8,3.5,.500,0.8,2.0,.375,1.0,1.5,.667,.607,1.8,1.8,1.000,0.8,2.0,2.8,0.8,0.3,0.0,1.5,1.8,6.0
Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5
Admiral Schofield,PF,25,ORL,28,0,12.6,1.6,3.3,.478,0.6,1.9,.333,0.9,1.4,.684,.576,0.6,0.7,.895,0.7,1.2,1.9,0.8,0.2,0.1,0.2,1.9,4.4
Dennis Schröder,PG,29,LAL,47,42,30.7,4.0,9.5,.424,1.2,3.4,.342,2.9,6.1,.470,.485,3.2,3.7,.873,0.3,2.3,2.5,4.3,0.7,0.1,1.6,2.2,12.5
Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8
Alperen Şengün,C,20,HOU,55,52,28.1,5.9,10.6,.554,0.2,0.7,.333,5.7,9.9,.570,.565,3.0,3.9,.751,3.2,5.5,8.8,3.8,0.8,0.9,2.5,3.4,15.0
Collin Sexton,SG,24,UTA,47,15,24.0,4.9,9.7,.507,1.0,2.5,.410,3.9,7.2,.540,.559,3.4,4.2,.822,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3
Landry Shamet,SG,25,PHO,30,7,21.4,3.1,8.1,.380,2.0,5.4,.377,1.0,2.7,.388,.506,1.4,1.5,.911,0.3,1.4,1.7,2.2,0.6,0.2,1.0,1.5,9.5
Day'Ron Sharpe,C,21,BRK,33,2,10.4,1.7,3.1,.545,0.1,0.2,.667,1.5,2.9,.537,.564,0.5,0.8,.593,1.7,2.2,3.8,0.8,0.2,0.5,0.9,1.9,3.9
Shaedon Sharpe,SG,19,POR,59,5,20.2,3.2,6.7,.471,1.0,2.8,.347,2.2,3.9,.561,.544,0.5,0.8,.667,0.8,1.7,2.5,0.6,0.4,0.3,0.7,1.6,7.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pascal Siakam,C,28,TOR,52,52,37.5,9.1,19.0,.479,1.4,4.1,.349,7.6,14.8,.515,.517,5.7,7.5,.768,1.8,5.9,7.7,6.1,0.8,0.6,2.5,3.3,25.3
Chris Silva,PF,26,DAL,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,.566,0.0,0.0,.000,3.2,5.5,.571,.566,0.6,1.4,.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
Marko Simonovic,C,23,CHI,3,0,1.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Anfernee Simons,SG,23,POR,56,56,35.5,7.6,16.9,.450,3.5,9.2,.381,4.1,7.8,.532,.553,2.6,2.9,.913,0.3,2.4,2.7,4.2,0.7,0.2,2.2,2.4,21.4
Jericho Sims,C,24,NYK,48,16,16.1,1.7,2.2,.769,0.0,0.0,.000,1.7,2.1,.777,.769,0.3,0.3,.750,1.9,2.9,4.8,0.5,0.3,0.6,0.5,1.9,3.6
Marcus Smart,PG,28,BOS,45,45,32.3,4.1,9.6,.426,1.8,5.3,.329,2.3,4.3,.547,.517,1.4,1.8,.768,0.7,2.8,3.5,6.8,1.4,0.4,2.4,2.6,11.3
Dennis Smith Jr.,PG,25,CHO,41,12,25.3,3.4,8.0,.425,0.4,1.9,.218,3.0,6.1,.490,.451,1.3,1.7,.761,0.4,2.3,2.7,4.4,1.4,0.4,1.5,2.2,8.5
Dru Smith,SG,25,TOT,8,1,12.1,1.3,2.9,.435,0.3,1.3,.200,1.0,1.6,.615,.478,0.0,0.0,,0.1,1.8,1.9,1.3,1.0,0.4,0.3,1.6,2.8
Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,.357,0.2,1.2,.167,0.8,1.6,.500,.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2
Dru Smith,SG,25,BRK,3,0,10.0,1.7,3.0,.556,0.3,1.3,.250,1.3,1.7,.800,.611,0.0,0.0,,0.0,2.0,2.0,1.7,1.3,0.0,0.3,1.0,3.7
Ish Smith,PG,34,DEN,31,0,10.2,1.4,3.2,.424,0.1,0.2,.333,1.3,3.0,.430,.434,0.0,0.1,.500,0.1,1.3,1.4,2.4,0.2,0.2,1.2,0.9,2.8
Jabari Smith Jr.,PF,19,HOU,57,57,30.1,4.2,10.9,.384,1.6,5.3,.297,2.6,5.7,.464,.455,2.0,2.6,.788,1.3,5.8,7.1,1.2,0.5,1.0,1.5,2.9,12.0
Jalen Smith,PF,22,IND,52,28,18.2,3.4,7.4,.460,0.8,2.9,.276,2.6,4.4,.580,.514,1.5,1.9,.760,1.8,3.8,5.6,0.9,0.3,0.8,1.1,2.1,9.0
Jeremy Sochan,PF,19,SAS,49,46,26.0,4.1,9.2,.448,0.6,2.3,.261,3.6,7.0,.509,.480,1.3,1.9,.695,1.7,3.2,4.9,2.5,0.7,0.4,1.7,2.5,10.2
Jaden Springer,SG,20,PHI,7,0,3.7,1.0,1.7,.583,0.0,0.0,,1.0,1.7,.583,.583,0.4,0.6,.750,0.6,0.4,1.0,0.1,0.3,0.3,0.1,1.0,2.4
Lamar Stevens,PF,25,CLE,45,18,17.4,2.0,4.4,.457,0.4,1.5,.303,1.6,3.0,.534,.508,0.6,0.9,.718,0.6,2.4,3.0,0.6,0.4,0.3,0.5,1.2,5.1
Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,.442,1.3,4.1,.327,2.6,4.7,.542,.518,2.2,3.0,.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
Max Strus,SF,26,MIA,60,27,29.9,4.3,10.7,.399,2.5,7.6,.336,1.8,3.2,.550,.517,1.2,1.3,.875,0.7,2.8,3.6,2.2,0.6,0.2,1.0,2.2,12.3
Jalen Suggs,PG,21,ORL,37,14,23.0,3.3,8.1,.411,1.1,3.7,.304,2.2,4.4,.503,.482,1.6,2.2,.707,0.9,1.9,2.8,3.3,1.2,0.5,1.9,2.4,9.4
Edmond Sumner,SG,27,BRK,46,12,14.5,2.5,5.3,.459,0.6,1.8,.346,1.8,3.6,.515,.516,1.9,2.1,.926,0.2,1.3,1.6,1.4,0.7,0.2,1.0,1.7,7.4
Cole Swider,SF,23,LAL,6,0,6.7,0.5,1.5,.333,0.5,1.3,.375,0.0,0.2,.000,.500,0.0,0.0,,0.2,1.0,1.2,0.7,0.0,0.0,0.0,0.5,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jae'Sean Tate,SF,27,HOU,22,7,21.5,3.4,7.2,.468,0.4,1.4,.290,3.0,5.8,.512,.497,1.3,1.9,.667,1.5,2.2,3.7,2.6,0.6,0.2,1.6,3.3,8.4
Jayson Tatum,PF,24,BOS,58,58,37.3,9.8,21.3,.460,3.3,9.3,.351,6.5,12.0,.544,.536,7.2,8.4,.864,1.1,7.6,8.7,4.7,1.0,0.8,3.0,2.1,30.1
Terry Taylor,PF,23,TOT,27,2,8.6,1.2,2.5,.478,0.1,0.7,.222,1.0,1.8,.571,.507,0.2,0.3,.714,0.8,0.6,1.4,0.4,0.1,0.2,0.3,0.9,2.7
Terry Taylor,PF,23,IND,26,2,8.8,1.2,2.5,.462,0.2,0.7,.222,1.0,1.8,.553,.492,0.2,0.3,.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7
Terry Taylor,PF,23,CHI,1,0,4.0,2.0,2.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
Garrett Temple,SG,36,NOP,19,0,7.0,0.8,1.9,.405,0.5,1.1,.429,0.3,0.8,.375,.527,0.2,0.2,.750,0.1,0.5,0.6,0.5,0.5,0.1,0.2,0.7,2.2
Dalen Terry,SG,20,CHI,25,0,5.1,0.7,1.6,.450,0.2,0.6,.333,0.5,1.0,.520,.513,0.2,0.4,.500,0.3,0.5,0.8,0.6,0.2,0.2,0.2,0.4,1.8
Daniel Theis,C,30,IND,7,1,15.6,3.0,6.3,.477,0.3,1.6,.182,2.7,4.7,.576,.500,0.7,1.7,.417,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0
Cam Thomas,SG,21,BRK,43,3,17.2,3.7,8.1,.454,0.9,2.3,.412,2.8,5.9,.470,.511,3.0,3.6,.850,0.2,1.5,1.7,1.6,0.4,0.1,1.0,1.0,11.3
Klay Thompson,SG,32,GSW,49,49,32.7,7.9,18.4,.428,4.4,10.8,.408,3.5,7.7,.456,.548,1.9,2.1,.892,0.7,3.3,3.9,2.4,0.7,0.3,1.7,2.0,22.1
JT Thor,PF,20,CHO,50,2,11.2,0.9,2.5,.373,0.3,1.2,.258,0.6,1.3,.484,.437,0.4,0.6,.621,0.5,1.2,1.7,0.4,0.3,0.2,0.4,0.8,2.6
Matisse Thybulle,SG,25,TOT,53,10,13.4,1.2,2.6,.436,0.5,1.5,.354,0.6,1.2,.541,.536,0.2,0.2,.692,0.4,1.0,1.5,0.6,1.0,0.3,0.2,1.5,3.0
Matisse Thybulle,SG,25,PHI,49,6,12.1,1.0,2.4,.431,0.4,1.3,.333,0.6,1.1,.547,.522,0.2,0.2,.750,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7
Matisse Thybulle,SG,25,POR,4,4,29.8,2.8,6.0,.458,1.8,4.0,.438,1.0,2.0,.500,.604,0.0,0.3,.000,0.5,3.0,3.5,1.8,2.3,1.0,0.8,3.8,7.3
Xavier Tillman Sr.,PF,24,MEM,40,9,15.4,2.3,3.7,.612,0.1,0.3,.300,2.2,3.4,.635,.622,0.8,1.5,.517,1.8,2.3,4.1,1.2,0.8,0.4,0.6,1.3,5.4
Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Obi Toppin,PF,24,NYK,48,0,14.8,2.3,5.6,.414,1.1,3.3,.346,1.2,2.3,.514,.517,0.5,0.7,.758,0.5,2.6,3.1,0.8,0.3,0.2,0.5,1.0,6.3
Juan Toscano-Anderson,SF,29,TOT,33,7,12.6,1.1,2.2,.486,0.2,0.7,.217,0.9,1.5,.608,.520,0.3,0.5,.733,0.5,1.8,2.3,0.9,0.4,0.2,0.6,1.6,2.7
Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,.500,0.1,0.7,.200,1.0,1.5,.630,.530,0.4,0.5,.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7
Juan Toscano-Anderson,SF,29,UTA,3,0,16.7,1.0,2.7,.375,0.3,1.0,.333,0.7,1.7,.400,.438,0.0,0.0,,0.7,4.3,5.0,1.3,0.7,0.3,1.0,2.0,2.3
Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,.505,1.8,5.6,.325,5.5,8.9,.618,.568,4.4,5.0,.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8
Gary Trent Jr.,SG,24,TOR,53,43,33.6,6.5,14.9,.434,2.6,7.2,.366,3.8,7.6,.499,.523,2.9,3.4,.840,0.4,2.1,2.5,1.6,1.6,0.3,0.9,1.7,18.4
P.J. Tucker,PF,37,PHI,58,58,26.2,1.3,2.9,.435,0.7,1.7,.426,0.5,1.2,.449,.562,0.3,0.4,.864,1.3,2.8,4.1,0.8,0.5,0.2,0.7,2.4,3.6
Myles Turner,C,26,IND,52,52,29.9,6.5,11.9,.545,1.7,4.2,.402,4.8,7.7,.623,.616,3.5,4.4,.787,1.6,6.4,8.0,1.3,0.6,2.3,1.7,3.3,18.1
Stanley Umude,SG,23,DET,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
Jonas Valančiūnas,C,30,NOP,61,61,24.9,5.6,10.4,.542,0.5,1.5,.337,5.1,8.9,.577,.566,2.5,3.0,.821,2.8,6.9,9.7,1.7,0.3,0.5,1.9,3.1,14.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarred Vanderbilt,PF,23,TOT,57,44,24.0,3.4,5.9,.567,0.4,1.0,.339,3.0,4.9,.615,.596,1.3,1.9,.676,2.4,5.6,7.9,2.7,1.1,0.3,1.3,2.5,8.3
Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,6.0,.556,0.4,1.1,.333,3.0,4.9,.606,.587,1.3,2.0,.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,2.6,8.3
Jarred Vanderbilt,PF,23,LAL,5,3,22.4,3.6,5.2,.692,0.2,0.4,.500,3.4,4.8,.708,.712,1.2,1.2,1.000,3.0,5.8,8.8,2.4,1.6,0.2,1.0,1.8,8.6
Fred VanVleet,PG,28,TOR,50,50,36.9,6.4,16.3,.394,3.0,8.7,.344,3.4,7.6,.451,.486,3.8,4.3,.893,0.5,3.8,4.3,6.6,1.6,0.6,1.9,2.9,19.7
Devin Vassell,SG,22,SAS,29,24,31.3,7.1,16.0,.445,2.8,7.0,.404,4.3,9.0,.477,.533,2.4,3.0,.793,0.2,3.8,4.0,3.6,1.2,0.4,1.6,1.4,19.4
Gabe Vincent,PG,26,MIA,48,14,26.3,3.4,8.6,.396,1.8,5.4,.327,1.6,3.2,.513,.499,1.2,1.4,.877,0.4,1.9,2.3,2.5,0.9,0.1,1.5,2.5,9.8
Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1.0,.458,0.0,0.2,.250,0.4,0.9,.500,.479,0.1,0.1,1.000,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
Nikola Vučević,C,32,CHI,61,61,33.9,7.3,14.1,.514,1.6,4.6,.349,5.7,9.5,.595,.571,1.6,1.9,.822,2.1,9.4,11.5,3.3,0.7,0.8,1.7,2.2,17.8
Dean Wade,PF,26,CLE,34,9,20.9,1.8,4.2,.434,1.1,2.9,.380,0.7,1.3,.558,.566,0.4,0.7,.652,0.5,3.2,3.7,0.9,0.7,0.5,0.4,2.2,5.2
Franz Wagner,SF,21,ORL,61,61,33.2,6.9,14.1,.485,1.7,4.6,.369,5.2,9.5,.541,.545,3.4,4.1,.833,0.9,3.1,4.0,3.5,0.9,0.2,2.1,2.3,18.8
Moritz Wagner,C,25,ORL,41,14,21.0,3.6,7.4,.492,1.0,3.1,.318,2.6,4.2,.621,.559,2.9,3.4,.855,1.3,3.3,4.6,1.7,0.7,0.2,1.2,2.7,11.1
Ish Wainright,SF,28,PHO,44,1,15.5,1.5,3.8,.389,1.0,2.8,.344,0.5,1.0,.524,.518,0.5,0.6,.840,0.8,1.3,2.2,1.0,0.8,0.3,0.4,2.0,4.4
Jabari Walker,SF,20,POR,40,0,9.1,1.1,2.4,.443,0.1,0.7,.192,1.0,1.8,.535,.469,0.5,0.7,.724,0.8,1.2,2.1,0.5,0.1,0.2,0.4,1.0,2.8
Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,.421,0.8,3.1,.250,1.9,3.2,.586,.482,1.9,2.3,.810,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0
Lonnie Walker IV,SG,24,LAL,44,32,25.9,4.7,10.3,.454,1.7,4.7,.369,2.9,5.6,.524,.538,1.8,2.0,.885,0.3,1.8,2.0,1.3,0.6,0.3,0.9,1.4,12.8
John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,.408,1.0,3.2,.303,3.1,6.7,.459,.457,2.3,3.3,.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4
T.J. Warren,PF-SF,29,TOT,28,0,18.0,3.8,7.3,.512,0.6,1.8,.347,3.1,5.6,.564,.554,1.0,1.2,.818,0.5,2.3,2.8,1.0,0.6,0.3,0.6,1.6,9.1
T.J. Warren,PF,29,BRK,26,0,18.8,3.9,7.7,.510,0.6,1.8,.333,3.3,5.8,.566,.550,1.0,1.3,.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
T.J. Warren,SF,29,PHO,2,0,7.5,1.5,2.5,.600,0.5,0.5,1.000,1.0,2.0,.500,.700,0.0,0.0,,0.5,2.0,2.5,0.0,0.5,0.0,0.0,0.5,3.5
Duane Washington Jr.,SG,22,PHO,31,3,12.7,3.0,8.3,.367,1.3,3.6,.360,1.7,4.7,.372,.445,0.5,0.8,.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9
P.J. Washington,PF,24,CHO,60,60,32.9,5.8,13.0,.444,2.0,5.8,.350,3.8,7.2,.518,.521,1.7,2.3,.748,1.0,3.7,4.8,2.4,0.9,1.1,1.4,2.7,15.3
TyTy Washington Jr.,PG,21,HOU,25,2,14.3,1.9,5.3,.361,0.6,2.5,.222,1.4,2.8,.486,.414,0.4,0.6,.625,0.1,1.4,1.5,1.6,0.5,0.0,0.4,1.1,4.8
Yuta Watanabe,SF,28,BRK,44,0,17.8,2.3,4.4,.521,1.2,2.5,.482,1.1,1.9,.571,.657,0.7,0.9,.744,0.6,1.9,2.5,0.9,0.4,0.3,0.4,1.5,6.5
Lindy Waters III,SG,25,OKC,25,0,11.2,1.4,3.6,.396,1.2,3.4,.369,0.2,0.3,.714,.566,0.2,0.3,.750,0.3,1.4,1.7,0.7,0.4,0.2,0.2,0.9,4.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendon Watford,PF,22,POR,44,2,16.4,2.1,3.7,.578,0.4,0.8,.485,1.8,2.9,.602,.627,1.1,1.6,.714,0.6,2.7,3.3,1.7,0.3,0.1,1.0,1.9,5.7
Peyton Watson,SG,20,DEN,13,0,3.2,0.8,1.4,.556,0.2,0.2,.667,0.6,1.2,.533,.611,0.0,0.2,.000,0.2,0.4,0.6,0.1,0.0,0.1,0.2,0.2,1.7
Blake Wesley,SG,19,SAS,17,1,13.9,1.7,4.6,.372,0.5,1.2,.429,1.2,3.4,.351,.429,0.5,0.9,.600,0.2,1.4,1.5,1.5,0.4,0.1,1.4,1.9,4.5
Russell Westbrook,PG,34,TOT,54,5,28.8,5.9,13.9,.422,1.2,4.1,.297,4.7,9.9,.473,.465,3.0,4.5,.664,1.1,5.0,6.1,7.6,1.1,0.4,3.6,2.4,15.9
Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,14.0,.417,1.2,4.1,.296,4.6,9.9,.467,.460,3.0,4.6,.655,1.1,5.0,6.2,7.5,1.0,0.4,3.5,2.3,15.9
Russell Westbrook,PG,34,LAC,2,2,32.5,6.5,11.5,.565,1.0,3.0,.333,5.5,8.5,.647,.609,3.0,3.0,1.000,0.5,4.5,5.0,9.0,3.0,0.0,4.5,4.5,17.0
Coby White,SG,22,CHI,53,1,22.4,3.2,7.5,.423,1.6,4.6,.355,1.5,2.9,.529,.531,0.9,1.0,.836,0.2,2.5,2.7,2.0,0.7,0.1,0.8,1.7,8.9
Derrick White,SG,28,BOS,62,52,27.7,4.1,9.0,.455,1.8,4.7,.384,2.3,4.4,.531,.554,2.0,2.3,.864,0.6,2.8,3.3,3.8,0.7,0.9,1.1,2.2,12.0
Jack White,SF,25,DEN,15,0,3.1,0.5,1.1,.438,0.2,0.5,.375,0.3,0.5,.500,.531,0.1,0.2,.667,0.2,0.3,0.5,0.1,0.1,0.1,0.1,0.5,1.3
Joe Wieskamp,SF,23,TOR,3,0,8.0,1.0,2.7,.375,1.0,2.3,.429,0.0,0.3,.000,.563,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.3,0.3,3.0
Aaron Wiggins,SG,24,OKC,48,12,18.5,2.4,4.8,.504,0.7,1.7,.398,1.8,3.1,.564,.575,0.8,1.0,.830,1.0,2.1,3.1,1.4,0.5,0.2,0.8,1.6,6.4
Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,.473,2.4,6.1,.396,4.4,8.2,.530,.557,1.2,1.9,.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1
Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Grant Williams,PF,24,BOS,61,21,27.3,2.8,6.2,.457,1.5,3.7,.404,1.3,2.5,.536,.577,1.3,1.6,.827,1.1,3.7,4.8,1.8,0.6,0.4,1.1,2.6,8.4
Jalen Williams,SG,21,OKC,56,43,29.2,5.0,9.8,.509,0.9,2.7,.325,4.1,7.1,.580,.554,1.6,2.0,.763,1.0,3.2,4.2,2.9,1.3,0.5,1.6,2.6,12.4
Jaylin Williams,PF,20,OKC,28,15,16.4,2.1,4.4,.472,0.9,1.8,.480,1.2,2.6,.466,.569,0.6,1.0,.667,0.8,3.8,4.6,1.5,0.4,0.2,0.7,1.9,5.6
Kenrich Williams,PF,28,OKC,52,10,22.6,3.3,6.5,.516,1.0,2.5,.379,2.4,3.9,.605,.591,0.3,0.7,.432,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0
Mark Williams,C,21,CHO,32,7,16.8,3.3,5.2,.648,0.0,0.0,,3.3,5.2,.648,.648,1.5,2.0,.723,1.9,4.3,6.2,0.4,0.7,1.2,0.8,2.2,8.2
Patrick Williams,PF,21,CHI,61,58,28.9,3.8,8.3,.460,1.4,3.4,.405,2.4,4.9,.500,.544,1.1,1.3,.863,1.0,3.4,4.4,1.4,0.8,0.8,1.3,1.9,10.2
Robert Williams,C,25,BOS,26,16,24.2,3.9,5.2,.750,0.0,0.0,.000,3.9,5.2,.756,.750,0.6,1.0,.600,3.1,5.5,8.6,1.5,0.5,1.1,0.9,1.8,8.4
Vince Williams Jr.,SG,22,MEM,9,0,5.4,0.3,1.4,.231,0.1,1.0,.111,0.2,0.4,.500,.269,0.0,0.0,,0.2,0.6,0.8,0.3,0.4,0.1,0.1,0.7,0.8
Ziaire Williams,SF,21,MEM,29,3,16.9,2.3,5.5,.419,0.7,2.8,.244,1.6,2.7,.603,.481,0.4,0.6,.765,0.4,2.0,2.4,0.8,0.4,0.2,1.0,1.8,5.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,.608,0.2,0.7,.368,9.6,15.5,.618,.615,6.1,8.6,.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0
Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8
James Wiseman,C,21,TOT,25,2,14.2,3.3,5.3,.617,0.1,0.2,.333,3.2,5.1,.630,.624,1.2,1.8,.674,1.0,3.2,4.2,0.6,0.1,0.3,0.8,2.0,7.9
James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,.628,0.0,0.1,.500,2.8,4.4,.630,.633,1.2,1.8,.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
James Wiseman,C,21,DET,4,2,23.5,5.8,9.8,.590,0.3,1.0,.250,5.5,8.8,.629,.603,1.3,2.0,.625,2.0,6.0,8.0,0.0,0.0,0.3,1.3,2.5,13.0
Christian Wood,C,27,DAL,50,17,27.4,6.4,12.2,.525,1.7,4.6,.376,4.7,7.6,.615,.595,3.2,4.1,.763,1.4,6.6,8.0,1.7,0.4,1.2,1.9,2.7,17.6
Delon Wright,PG,30,WAS,31,3,22.6,2.5,5.3,.467,0.9,2.4,.360,1.6,2.9,.556,.548,0.9,1.0,.903,1.1,2.1,3.2,3.5,1.9,0.3,1.0,1.3,6.7
McKinley Wright IV,PG,24,DAL,20,1,10.3,1.2,2.5,.469,0.2,0.7,.286,1.0,1.8,.543,.510,0.4,0.6,.636,0.3,1.0,1.3,1.9,0.4,0.2,0.6,0.9,2.9
Thaddeus Young,PF,34,TOR,49,9,15.5,2.1,3.8,.562,0.1,0.6,.161,2.0,3.1,.643,.576,0.4,0.5,.692,1.4,1.8,3.2,1.4,1.1,0.1,0.8,1.8,4.7
Trae Young,PG,24,ATL,54,54,35.3,8.5,19.8,.429,2.2,6.6,.327,6.3,13.1,.481,.484,7.9,8.9,.889,0.7,2.2,2.9,10.2,1.1,0.1,4.1,1.5,27.0
Cody Zeller,C,30,MIA,3,0,15.7,2.7,4.0,.667,0.0,0.0,,2.7,4.0,.667,.667,1.0,2.0,.500,1.7,1.0,2.7,1.0,0.3,1.0,0.7,3.0,6.3
Ivica Zubac,C,25,LAC,59,59,29.4,4.0,6.5,.617,0.0,0.0,.000,4.0,6.5,.620,.617,2.2,3.1,.699,3.3,6.8,10.1,1.1,0.4,1.3,1.7,2.9,10.2
